1AO6-P1:2.5-2.5 8.068918381833818e-09 5.658008352120913 273592449.1568571 16033564532.955935 4.0708 42.455122258526956
1AO6-P1:2.5-7.5 8.068918381833818e-09 5.648963906804364 273134899.4941268 16302207555.549181 4.08909 42.36529769961936
1AO6-P1:2.5-12.5 8.068918381833818e-09 5.642491168162422 272807491.7704883 16563825141.87348 4.10621 42.301015068615364
1AO6-P1:2.5-17.5 8.068918381833818e-09 5.636701960906227 272514688.3709327 16920691733.672058 4.1286 42.24352162496639
1AO6-P1:2.5-22.5 8.068918381833818e-09 5.6309922811145885 272225934.605664 16873714978.795305 4.12688 42.18681879396251
1AO6-P1:2.5-27.5 8.068918381833818e-09 5.6263595913886775 271991667.05827636 16957939835.625769 4.13272 42.14081216972065
1AO6-P1:2.5-32.5 8.068918381833818e-09 5.6207743071034875 271709252.1293218 16891445149.787788 4.12983 42.0853462207582
1AO6-P1:2.5-37.5 8.068918381833818e-09 5.614967997042431 271415688.77886766 17255074490.808407 4.15221 42.027686244348736
1AO6-P1:2.5-42.5 8.068918381833818e-09 5.60918535222688 271123349.8449321 17063447521.870573 4.14212 41.97026224555226
1AO6-P1:2.5-47.5 8.068918381833818e-09 5.60395320529051 270858865.0872655 16834369719.311352 4.12958 41.918305776325525
1AO6-P1:2.5-52.5 8.068918381833818e-09 5.597447221302049 270530019.7533798 16442143953.173681 4.10722 41.853700987146595
1AO6-P1:2.5-57.5 8.068918381833818e-09 5.592473974666862 270278670.5076621 15857273020.846313 4.07193 41.804317283792386
1AO6-P1:2.5-62.5 8.068918381833818e-09 5.586182879609769 269960746.3775024 15481585504.065235 4.04913 41.74184869269051
1AO6-P1:2.5-67.5 8.068918381833818e-09 5.579735691051497 269634968.2050859 15373323939.26448 4.04332 41.677831554724065
1AO6-P1:2.5-72.5 8.068918381833818e-09 5.57323624691865 269306584.6243591 14984482586.72353 4.01892 41.613297045852434
1AO6-P1:2.5-77.5 8.068918381833818e-09 5.5686772558165725 269076263.20445526 14356740695.253807 3.97698 41.56803067784641
1AO6-P1:2.5-82.5 8.068918381833818e-09 5.560282597728844 268652208.23330545 13858134072.562122 3.94321 41.48468191665941
1AO6-P1:2.5-87.5 8.068918381833818e-09 5.550950519146408 268180868.59251735 13737734047.449997 3.93624 41.39202897149297
1AO6-P1:2.5-92.5 8.068918381833818e-09 5.557398585093249 268506536.3068922 14246909107.602613 3.97142 41.456047808085614
1AO6-P1:2.5-97.5 8.068918381833818e-09 5.553070663117235 268287945.31399807 14143929869.52275 3.96498 41.413078375907446
1AO6-P1:2.5-102.5 8.068918381833818e-09 5.54930162095279 268097594.47592774 14283796654.411623 3.97553 41.375658359825465
1AO6-P1:2.5-107.5 8.068918381833818e-09 5.553888623338008 268329256.9538416 14417741807.5674 3.984 41.4211993713994
1AO6-P1:2.5-112.5 8.068918381833818e-09 5.545127701489056 267886809.638274 14440969342.836967 3.98726 41.3342193070986
1AO6-P1:2.5-117.5 8.068918381833818e-09 5.547773028316093 268020398.16329458 14612214830.839832 3.99855 41.36048226813534
1AO6-P1:2.5-122.5 8.068918381833818e-09 5.54433233840937 267846645.08868572 14635635140.384119 4.0008 41.32632295322996
1AO6-P1:2.5-127.5 8.068918381833818e-09 5.546077889125191 267934793.26961043 14686935589.673368 4.00397 41.343652792175185
1AO6-P1:2.5-132.5 8.068918381833818e-09 5.555239468394356 268397483.52846208 14903465208.56934 4.01688 41.434611093611224
1AO6-P1:2.5-137.5 8.068918381833818e-09 5.557829310596213 268528291.87825567 14978876863.434961 4.02144 41.46032427349212
1AO6-P1:2.5-142.5 8.068918381833818e-09 5.566557344991437 268969170.66044855 15279796824.767565 4.03969 41.54698228188827
1AO6-P1:2.5-147.5 8.068918381833818e-09 5.566870704428713 268985000.55220145 15088160131.980923 4.02701 41.55009358762064
1AO6-P1:2.5-152.5 8.068918381833818e-09 5.568052189143556 269044686.02423304 15209682108.260141 4.03481 41.56182443169091
1AO6-P1:2.5-157.5 8.068918381833818e-09 5.574136733288845 269352079.48058116 15170520296.235096 4.03109 41.622238094965354
1AO6-P1:2.5-162.5 8.068918381833818e-09 5.57972992834391 269634677.02942306 15027062102.773903 4.02054 41.677774334771144
1AO6-P1:2.5-167.5 8.068918381833818e-09 5.584892009590723 269895515.59346837 15083171103.289715 4.0233 41.72903092696232
1AO6-P1:2.5-172.5 8.068918381833818e-09 5.593601367995419 270335647.4679744 15176664937.296442 4.02785 41.81551208434349
1AO6-P1:2.5-177.5 8.068918381833818e-09 5.599451435609938 270631319.1207725 14868905744.024187 4.00627 41.87360280569344
1AO6-P1:2.5-182.5 8.068918381833818e-09 5.6083476781430965 271081003.9294857 14745565665.252863 3.99628 41.96194388583787
1AO6-P1:2.5-187.5 8.068918381833818e-09 5.612597268713131 271295834.33497363 14871023472.37841 4.00396 42.00414383548193
1AO6-P1:2.5-192.5 8.068918381833818e-09 5.618830398937737 271610966.23909134 14743252084.635977 3.99417 42.06604199580728
1AO6-P1:2.5-197.5 8.068918381833818e-09 5.624615497254802 271903475.7003917 14977691422.787693 4.00887 42.12349195104134
1AO6-P1:2.5-202.5 8.068918381833818e-09 5.630856953907778 272219091.0765518 15241194782.486382 4.02515 42.18547486954303
1AO6-P1:2.5-207.5 8.068918381833818e-09 5.636833949093478 272521363.68733114 15783762644.840244 4.05902 42.24483240937301
1AO6-P1:2.5-212.5 8.068918381833818e-09 5.642709583193155 272818539.1943125 16019578070.176235 4.07276 42.303184195252804
1AO6-P1:2.5-217.5 8.068918381833818e-09 5.648161566837702 273094313.1866203 16161662513.145027 4.08058 42.35732937817342
1AO6-P1:2.5-222.5 8.068918381833818e-09 5.654142033524047 273396847.5391158 16363432417.842339 4.09188 42.41672384838058
1AO6-P1:2.5-227.5 8.068918381833818e-09 5.659670951459561 273676565.84398395 16796183929.228634 4.11696 42.471634489037655
1AO6-P1:2.5-232.5 8.068918381833818e-09 5.665449727490067 273968952.13131636 17049306145.044294 4.13085 42.5290272740595
1AO6-P1:2.5-237.5 8.068918381833818e-09 5.668944890844229 274145808.9215623 17240906330.24168 4.14138 42.56374033319394
1AO6-P1:2.5-242.5 8.068918381833818e-09 5.673033902618856 274352727.60405326 17508549885.969505 4.15603 42.60435163242653
1AO6-P1:2.5-247.5 8.068918381833818e-09 5.676466045403419 274526417.0957998 17377603370.151005 4.14789 42.638439265395895
1AO6-P1:2.5-252.5 8.068918381833818e-09 5.680873162503349 274749461.21272933 17083692496.085344 4.13002 42.6822105269639
1AO6-P1:2.5-257.5 8.068918381833818e-09 5.686707778660847 275044775.88735956 17142806282.000841 4.1324 42.74016012991649
1AO6-P1:2.5-262.5 8.068918381833818e-09 5.691922236088244 275308725.6603809 17041266227.428722 4.1255 42.791950744504305
1AO6-P1:2.5-267.5 8.068918381833818e-09 5.691828749160372 275303993.26167667 16837703675.251175 4.1135 42.7910222175895
1AO6-P1:2.5-272.5 8.068918381833818e-09 5.6954997937535214 275489830.55085325 16545355636.196291 4.09531 42.82748370601259
1AO6-P1:2.5-277.5 8.068918381833818e-09 5.698288226794103 275630995.3663118 16523072192.605722 4.09345 42.85517906058989
1AO6-P1:2.5-282.5 8.068918381833818e-09 5.697812236505473 275606897.8332249 16457154197.10768 4.08954 42.850451408699094
1AO6-P1:2.5-287.5 8.068918381833818e-09 5.702475430404893 275842985.28349215 16188911473.83168 4.07225 42.89676751925661
1AO6-P1:2.5-292.5 8.068918381833818e-09 5.699850336647871 275710080.22347665 16025073680.923079 4.06256 42.87069433875497
1AO6-P1:2.5-297.5 8.068918381833818e-09 5.70703649607689 276073919.6936859 16076898661.724874 4.06447 42.94206953117388
1AO6-P1:2.5-302.5 8.068918381833818e-09 5.6987596831216765 275654863.5483494 16052816384.061537 4.06449 42.85986168307137
1AO6-P1:2.5-307.5 8.068918381833818e-09 5.698822609208254 275658049.2896221 16341957278.602337 4.08233 42.86048668096924
1AO6-P1:2.5-312.5 8.068918381833818e-09 5.696595444184409 275545297.23705 16396317294.147305 4.08606 42.83836594392077
1AO6-P1:2.5-317.5 8.068918381833818e-09 5.697835294693371 275608065.1750639 16710454203.72983 4.10481 42.85068042818688
1AO6-P1:2.5-322.5 8.068918381833818e-09 5.69456981002984 275442751.4317624 16434857379.426123 4.08878 42.818246918921744
1AO6-P1:2.5-327.5 8.068918381833818e-09 5.685836740967048 275000687.1764213 16230924097.232512 4.0779 42.7315089199015
1AO6-P1:2.5-332.5 8.068918381833818e-09 5.686526063944561 275035578.10747623 16113786102.531834 4.07053 42.73835532510025
1AO6-P1:2.5-337.5 8.068918381833818e-09 5.6791629892762 274662907.45794964 16062530728.726263 4.0687 42.665225134789175
1AO6-P1:2.5-342.5 8.068918381833818e-09 5.675196064554956 274462146.38719714 16103039970.814577 4.07195 42.625825942695236
1AO6-P1:2.5-347.5 8.068918381833818e-09 5.6707757360654405 274238454.5455673 16212502778.179356 4.07954 42.58192390695859
1AO6-P1:2.5-352.5 8.068918381833818e-09 5.666648353619132 274029601.9908922 16220743044.615362 4.08081 42.54093169262133
1AO6-P1:2.5-357.5 8.068918381833818e-09 5.659685933888846 273677323.867687 16246126048.076511 4.08366 42.47178328842132
1AO6-P1:7.5-2.5 2.4145345804469568e-08 5.637058166568066 272532703.5428543 2590765367.958215 2.25195 42.24705913061278
1AO6-P1:7.5-7.5 2.4145345804469568e-08 5.627228410070805 272035600.4371063 1342733770.152376 1.59653 42.149440249094596
1AO6-P1:7.5-12.5 2.4145345804469568e-08 5.612977176892198 271315040.64216834 996023306.3703393 1.30049 42.007916485186044
