#Protein type, x, y, z, NP 
3K2S-P4:67.5-22.5,16.530198634998893,-3.3031265452510543,-10.333756283146391,4.0
3K2S-P4:67.5-22.5,-13.58507494406208,-11.88531836021315,8.070289774631748,9.0
1HZH-P5:47.5-37.5,5.083853081010825,-8.40880157639429,-11.765655975644869,9.0
1HZH-P5:47.5-37.5,-12.179259941259106,-6.033224400661977,7.088723245564053,6.0
3GHG-P3:92.5-102.5,14.929679476250016,-21.08466646670089,2.895859188829099,7.0
2A73-P2:92.5-97.5,-2.533150559851187,-16.622324034746956,0.046283520057511074,0.0
1HZH-P5:47.5-37.5,9.46190913330101,1.0402666897300612,12.015585187792361,7.0
3GHG-P3:92.5-102.5,7.481262179406464,-21.655463297123998,12.284792033526895,5.0
1HZH-P5:47.5-37.5,-9.661296301068854,-11.894448160234711,-0.4069685296735459,5.0
1HZH-P5:47.5-37.5,-8.489167714315816,-9.902205984395499,-8.053850929742996,2.0
1HZH-P5:47.5-37.5,-8.937212898782635,-10.548197309705198,-6.621625612722561,6.0
1HZH-P5:47.5-37.5,-12.580545952354267,-0.4990115766492438,-8.744427804309144,3.0
3K2S-P4:67.5-22.5,-10.636508555508108,-6.547305913762203,-15.327821170216799,8.0
3K2S-P4:67.5-22.5,-0.4428316003381867,17.624560596939777,-8.951167228047346,9.0
1HZH-P5:47.5-37.5,-2.362269573288231,4.275160685026757,14.530204754855328,1.0
1HZH-P5:142.5-332.5,4.306264284181217,9.522346976924025,-11.663891674958634,4.0
1HZH-P5:47.5-37.5,-9.186016522435782,-8.286686995776105,9.051634422648442,0.0
2A73-P2:92.5-97.5,-7.13485404962373,-0.47546462711378873,15.218030139218447,7.0
1HZH-P5:47.5-37.5,-10.129895858710228,-7.241761641197436,-8.940149040226842,4.0
3K2S-P4:107.5-37.5,-9.964027773721675,11.938451052544472,0.125250591838032,2.0
1HZH-P5:47.5-37.5,-0.7257854318370612,11.076368529114832,-10.572202341606491,7.0
3K2S-P4:67.5-22.5,-10.480285649105738,10.683595509006754,12.921649682567937,0.0
1HZH-P5:47.5-37.5,5.6384021855151225,12.862867444294514,-6.143226232411492,8.0
1HZH-P5:47.5-37.5,8.384163442458687,-3.0478677834913417,12.465972564633576,6.0
1HZH-P5:47.5-37.5,1.257978866479418,1.7146576094760948,15.180961929056371,5.0
3K2S-P4:107.5-37.5,-3.5968542385952795,9.973158461205625,-11.376418619857251,6.0
